Subject,Channel,Delta,Theta,Alpha,Beta,Gamma
sub-043,16,8.080398017406413e-10,1.142566842333094e-10,3.5990138043274586e-11,2.953217568796506e-11,5.959266592276953e-12
sub-043,17,7.215498011269015e-10,6.596439347493929e-11,2.1536555611224782e-11,1.3629295767024703e-11,4.821286009933383e-12
sub-043,18,1.1312222448818616e-09,1.36917854157456e-10,4.2042683771021765e-11,2.578289329185364e-11,2.5876414813126976e-12
sub-043,9,8.031942157525691e-10,1.06829157715929e-10,3.1034709568999603e-11,2.3366201281859823e-11,2.596987702034311e-12
sub-043,2,7.968802713099067e-10,1.0603000556292432e-10,3.0127209363349296e-11,2.219048221575438e-11,2.7176201385538866e-12
sub-043,14,7.65748784186271e-10,8.751251840334514e-11,2.4765238224833768e-11,1.5456631892572776e-11,4.62111616209443e-12
sub-044,7,3.4227772621258136e-10,3.864057149424456e-11,2.883944898557957e-11,1.5913211826448088e-11,3.801782878294816e-12
sub-044,8,3.2788469694552786e-10,3.882886422151325e-11,4.100699373895256e-11,1.739318951168847e-11,5.136259805740659e-12
sub-044,3,2.779806152016529e-10,3.257354582267752e-11,1.8535682305837944e-11,1.2647480523582626e-11,2.164348960792072e-12
sub-044,4,2.7808409558624847e-10,3.523053580068861e-11,3.5520941540502564e-11,1.5006303212910118e-11,2.8255056999496568e-12
sub-044,0,2.6961562612822224e-10,2.865623848558648e-11,1.083739149092047e-11,1.0530453299328563e-11,1.8455680038093e-12
sub-044,1,2.687921228221989e-10,2.855346089900664e-11,1.0903709334362459e-11,1.0569656583328736e-11,1.8608749099644337e-12
sub-044,12,2.7421124076220234e-10,3.2187258759707685e-11,4.949031202764933e-11,1.933393666454032e-11,2.15399126042662e-12
sub-044,13,2.7266448633976623e-10,3.176563601975304e-11,3.734211849110408e-11,1.6758373891512723e-11,2.14670351901779e-12
sub-044,10,2.838266858967294e-10,3.743265449080992e-11,1.4292563052875808e-10,3.1124840825257496e-11,3.083946745682005e-12
sub-044,11,2.8156591738015037e-10,3.7029940452454384e-11,1.2502380523062164e-10,2.9094803324752663e-11,2.76746792813204e-12
sub-044,5,2.8667815517195176e-10,3.4396798176496056e-11,1.8736844005303125e-11,1.503929710046674e-11,3.1855217616626405e-12
sub-044,6,2.9455447056952475e-10,3.5660684415675826e-11,2.6963248159955383e-11,1.6048172315714522e-11,3.2379484212743178e-12
sub-044,15,2.812264893725366e-10,3.4328580142745764e-11,2.856780196386424e-11,1.74942620158849e-11,3.451780093313773e-12
sub-044,16,2.801036400452389e-10,3.367748627720828e-11,2.046522728147552e-11,1.469836366394126e-11,2.6870130329216644e-12
sub-044,17,2.7913195193870016e-10,3.730875553524639e-11,1.0001376141005379e-10,2.6340497108467427e-11,3.326099213759524e-12
sub-044,18,2.7740073707070166e-10,3.544580160999773e-11,6.028336308226702e-11,2.1201028140491768e-11,2.6236656445053847e-12
sub-044,9,2.7709660522940704e-10,3.326132634597825e-11,2.751525495604919e-11,1.378260697146923e-11,2.102704546619933e-12
sub-044,2,2.721241189287004e-10,2.9640622524796045e-11,1.313122898196174e-11,1.0566296040292712e-11,1.837189585759156e-12
sub-044,14,2.7629121489861404e-10,3.206129173966136e-11,5.16660673489481e-11,1.930642022727542e-11,2.069597803389734e-12
sub-045,7,5.778858663150107e-10,6.413226654191089e-11,1.819740342549156e-11,2.6731999550516755e-11,5.688122379268855e-12
sub-045,8,5.624684129372014e-10,6.563074485717006e-11,2.199185756786263e-11,4.100675392885664e-11,1.03919825502036e-11
sub-045,3,5.610877084977926e-10,6.169625809062188e-11,1.6879429449019787e-11,2.3975095820571384e-11,3.250010129354682e-12
sub-045,4,6.663253027894349e-10,8.248768809900785e-11,2.077533067806492e-11,5.2400931309981316e-11,1.1486555528233247e-11
sub-045,0,5.533138770126975e-10,6.049054870140126e-11,1.5422984850189233e-11,2.177023490264196e-11,2.9163565172080405e-12
sub-045,1,5.76238274674199e-10,6.315932423949963e-11,1.7802200787159433e-11,2.4720268977548728e-11,3.128685727756092e-12
sub-045,12,5.510846461565035e-10,6.066267177638663e-11,1.92923526360582e-11,2.5307592285950428e-11,3.368981117799564e-12
sub-045,13,5.464408640054941e-10,5.953539406788585e-11,1.8230674960978495e-11,2.404810572928664e-11,3.273197477867798e-12
sub-045,10,5.606026079539681e-10,6.587968667440149e-11,2.5096011843899087e-11,2.8971829774898536e-11,4.347247857488936e-12
sub-045,11,5.725250384367038e-10,6.980194694598146e-11,2.7773882321598497e-11,3.002592143757657e-11,4.787929531041241e-12
sub-045,5,5.624219643487692e-10,6.30475567025009e-11,1.9292829770827418e-11,2.617195777324143e-11,4.445476616791892e-12
sub-045,6,5.788842148678725e-10,6.104519505823951e-11,1.880138196269028e-11,2.6549570825528237e-11,6.771348466824102e-12
sub-045,15,5.755344433442256e-10,6.929457827984786e-11,2.7534306830704717e-11,3.172585501395593e-11,4.415851581081424e-12
sub-045,16,1.5437857445429897e-08,3.210294761416439e-09,1.0613481925676071e-09,1.4961830777061055e-09,7.112632155972242e-10
sub-045,17,5.681334815144224e-10,6.598693146916697e-11,2.6614994153763424e-11,3.1529247003180017e-11,4.556558979685861e-12
sub-045,18,5.580899993540521e-10,6.354744072700657e-11,2.208039606538153e-11,2.631626671104764e-11,4.071814669462983e-12
sub-045,9,5.759825080690685e-10,6.379693370690228e-11,1.7033294648064813e-11,2.3923586673887003e-11,3.4427955862656693e-12
sub-045,2,5.492342186849409e-10,5.839205198916779e-11,1.4036841929224504e-11,2.093425451315073e-11,2.8631537495446897e-12
sub-045,14,5.581196207336071e-10,6.06718298202872e-11,1.5999968170044834e-11,2.252995989104905e-11,3.1408951596859208e-12
sub-046,7,3.3620488249800915e-10,4.7011099234850815e-11,2.7012966944191635e-11,2.8208471214337694e-11,6.619506749435209e-12
sub-046,8,5.167056459848134e-10,4.9368011795448764e-11,2.8040526000319105e-11,3.0062711286984296e-11,8.642138425054611e-12
sub-046,3,2.8327380158429005e-10,4.04280203439604e-11,2.100940976445672e-11,2.5870429134190156e-11,4.273486222597679e-12
sub-046,4,2.9827807499265235e-10,4.4447308486756e-11,2.3700637483000323e-11,2.819376182211487e-11,5.718090803295184e-12
sub-046,0,2.809667977222281e-10,3.6388284456611306e-11,1.8998036805494457e-11,1.9165276453867737e-11,2.9484768310936988e-12
sub-046,1,2.8475368608831776e-10,3.64945783552976e-11,1.861142273238201e-11,1.9250610408158267e-11,2.9041863781418164e-12
sub-046,12,2.8999843968663204e-10,5.94639679345389e-11,4.207063966270321e-11,2.8888030415097374e-11,3.7023139825452876e-12
sub-046,13,2.998790751920513e-10,5.4464385182610205e-11,4.6160245152916936e-11,2.9678095721614666e-11,3.758610364764255e-12
sub-046,10,2.920093608937801e-10,7.473921530443219e-11,7.404119986058559e-11,3.871622355680969e-11,5.271310263022491e-12
sub-046,11,3.159158259127832e-10,8.0835914767018e-11,9.24023184462244e-11,4.363255865821391e-11,6.221249741253807e-12
sub-046,5,2.9946651708834896e-10,4.6210256005709615e-11,2.7584390695241823e-11,3.377100327546124e-11,1.1087851459298304e-11
sub-046,6,3.36385930698709e-10,4.882036039516237e-11,2.895650389233395e-11,2.9962445435948354e-11,6.913109156849017e-12
sub-046,15,2.8972637162338797e-10,4.536080172913722e-11,2.7612088751886648e-11,3.0581189752627115e-11,5.205679628550271e-12
sub-046,16,5.678685250897936e-10,7.3365245737814e-11,4.131547408528585e-11,4.674330301522481e-11,8.44345819229607e-12
sub-046,17,2.8782273691671177e-10,7.095555886119555e-11,6.131931569654823e-11,4.0094507560524135e-11,5.329971484175322e-12
sub-046,18,4.363744052807766e-10,6.445248697168477e-11,5.90711184122003e-11,3.285252147073905e-11,4.6234180139970816e-12
sub-046,9,2.8510214662345457e-10,4.4595173857827957e-11,2.1216584893150804e-11,2.507492970821405e-11,3.6439369503890126e-12
sub-046,2,7.471155822141752e-10,4.736675852648576e-11,1.926865724898192e-11,3.3064239953545936e-11,4.682084882591429e-12
sub-046,14,2.8298412005536117e-10,5.0134170075095097e-11,3.548769477515247e-11,2.6847485181181827e-11,3.731038588911068e-12
sub-047,7,3.212736866876427e-10,4.514921024011095e-11,2.6576620926933684e-11,1.89543638025364e-11,4.157189457377389e-12
sub-047,8,3.0557901329809176e-10,4.313322089102102e-11,2.3988431670685296e-11,1.8401946040312238e-11,4.4934107558545024e-12
sub-047,3,2.715797212504844e-10,3.4061286437386014e-11,1.783719553482472e-11,1.544082495516477e-11,3.657666979416689e-12
sub-047,4,2.7379897965034717e-10,3.5047126901999764e-11,1.7058718044471317e-11,1.649308562412638e-11,4.99105213453917e-12
sub-047,0,2.701989896728265e-10,3.429141992662871e-11,1.3882764861729802e-11,1.4370894727294436e-11,3.0017556805257077e-12
sub-047,1,2.660661497748078e-10,3.082535379129595e-11,1.3272478113670108e-11,1.2882876330680007e-11,2.766107244872199e-12
sub-047,12,8.855985745501613e-10,5.445932377126746e-11,2.8328471642191136e-11,1.8249259071840724e-11,3.2730259808641127e-12
sub-047,13,2.677915811301588e-10,3.41877327338433e-11,2.22636794605792e-11,1.4773839969640492e-11,2.9118271366485768e-12
sub-047,10,2.126651970005118e-09,8.86793908133909e-10,4.3855508454220284e-10,4.672259326503224e-10,4.6437896271940566e-10
sub-047,11,2.7251657706220986e-10,4.264559510600216e-11,6.341736804230397e-11,2.2817437905618763e-11,3.7999303334631394e-12
sub-047,5,2.7388209125166917e-10,4.0367032457816575e-11,2.4817577657498118e-11,1.883886986046335e-11,5.451545447685048e-12
sub-047,6,2.7284990439475875e-10,4.009217281291423e-11,2.2988885322482797e-11,1.809392927418865e-11,7.0808313048139494e-12
sub-047,15,2.7040119274469616e-10,3.826342713695163e-11,2.8396552934048635e-11,2.1403406214108448e-11,5.001702366957901e-12
sub-047,16,2.6979433082192306e-10,3.5425453230746827e-11,1.9742561213808303e-11,1.6851699914612337e-11,5.105090127890498e-12
sub-047,17,2.723632345276058e-10,4.4583965848441336e-11,5.321286937428885e-11,2.5654582908341912e-11,4.0334033796016426e-12
sub-047,18,2.7224824977467913e-10,4.3751118376026816e-11,4.8149551056290496e-11,2.1411242459929943e-11,3.7128571248621686e-12
sub-047,9,2.8931508873327167e-10,3.554574544270098e-11,1.757427006724711e-11,1.623251858519795e-11,3.3047269926215438e-12
sub-047,2,5.818358127573319e-10,7.971904266540854e-11,1.6404551675542454e-11,1.26043857762524e-11,2.741747442840816e-12
sub-047,14,2.724991199161474e-10,3.6472023109743037e-11,2.5942484679039117e-11,2.7064892763151988e-11,9.998517587668422e-12
sub-048,7,1.9286405811528823e-09,3.157273991753165e-10,7.723615124259495e-11,6.447573077044878e-11,1.6973077505976745e-11
sub-048,8,1.2431444886090024e-09,1.5826419394238354e-10,5.449910754505308e-11,5.958884847674496e-11,2.065350762074825e-11
sub-048,3,1.1996196688370531e-09,1.4045075983596534e-10,4.684816576343269e-11,5.507410257247909e-11,2.826408677537068e-11
sub-048,4,1.1746725578384026e-09,1.3410871697646952e-10,4.3340743162872055e-11,4.567053459000607e-11,2.0154150998163063e-11
sub-048,0,1.1879560264040794e-09,1.4681679292707826e-10,4.262837717518069e-11,4.131670697489387e-11,1.1004582001970069e-11
sub-048,1,1.181504767314906e-09,1.4837737107286683e-10,4.2416882201693766e-11,4.0981594919524354e-11,1.1205487201292904e-11
sub-048,12,1.260861771759915e-09,1.603191415623635e-10,5.624800594693968e-11,4.617388192442983e-11,1.1343236541308896e-11
sub-048,13,2.7895745876004143e-09,3.4884999978931745e-10,7.428969151083369e-11,5.965670573315951e-11,1.3565698660448857e-11
sub-048,10,1.2701498760549175e-09,1.8249286677362526e-10,1.0201387811416511e-10,5.5224833666555246e-11,1.2621475341385469e-11
sub-048,11,8.467387713468128e-09,9.730814236446199e-10,4.3650270788906565e-10,4.12764147928742e-10,4.025894332845356e-10
sub-048,5,1.185147343523059e-09,1.387088048830257e-10,4.9879366216092485e-11,5.960346507630498e-11,2.970022169298219e-11
sub-048,6,1.216040377592356e-09,1.5438570361856344e-10,5.22797239296076e-11,5.4468775281907945e-11,2.771588375014572e-11
sub-048,15,1.2016720426731901e-09,1.5632455265073678e-10,5.2756170195726326e-11,5.925034592451496e-11,2.999165796621574e-11
sub-048,16,1.1929934641370015e-09,1.527892475315931e-10,4.7597526188221474e-11,5.1578880351178014e-11,2.135612030140006e-11
sub-048,17,1.2869407900617254e-09,1.787214653078687e-10,9.489321092629329e-11,5.344003609015876e-11,1.1090448146176696e-11
sub-048,18,1.461075176640828e-09,1.7270884606200343e-10,7.983580076294108e-11,5.022256244968411e-11,1.2930479782490548e-11
sub-048,9,1.2221817224628275e-09,1.649053588359139e-10,5.6061777443337857e-11,5.9073674180692e-11,1.4348592456092551e-11
sub-048,2,1.2008647742673843e-09,1.5603285800331664e-10,4.437263894303314e-11,4.1030191906242846e-11,1.043798695218121e-11
sub-048,14,2.130875393588851e-09,4.2294091503233106e-10,8.721178463112283e-11,7.511456864689889e-11,1.6135284694195978e-11
sub-049,7,2.822367561158553e-10,3.052289514500312e-11,1.7171142190921752e-11,1.6688803577180223e-11,5.442226248027996e-12
sub-049,8,2.7516454091660976e-10,3.032488143079344e-11,1.7209999340515915e-11,1.8534844341197696e-11,6.943069177778989e-12
sub-049,3,2.613526837006969e-10,2.833941771620569e-11,1.4357181922201052e-11,1.2089581715656734e-11,2.649091669023199e-12
sub-049,4,2.5980848928099166e-10,2.845552176327283e-11,1.3726269741719391e-11,1.2339976372358854e-11,2.850485869169915e-12
sub-049,0,2.5638185202840043e-10,2.690854843691591e-11,9.595994912384166e-12,1.0944898060467203e-11,2.1376541961913837e-12
sub-049,1,2.568234539666012e-10,2.6913491765561463e-11,9.100628000509511e-12,1.0854533936669792e-11,2.1239097465600784e-12
sub-049,12,2.6066834681793656e-10,3.250705787159841e-11,3.536769806392053e-11,1.6308473676622187e-11,2.9098777750900084e-12
sub-049,13,2.600796367496581e-10,3.326751507716497e-11,3.834637088675312e-11,1.5357281894035356e-11,2.370668076222184e-12
sub-049,10,2.800809294101621e-10,5.117940385286007e-11,1.0176113575157484e-10,3.1595598613478267e-11,6.252216956427677e-12
sub-049,11,2.7285714397556036e-10,5.8085091448112295e-11,1.2150741165803248e-10,3.325410784235101e-11,4.728570815267309e-12
sub-049,5,2.61927718858151e-10,2.6256772686616075e-11,7.136744984026368e-12,7.9483371681912e-12,1.6101491190179302e-12
sub-049,6,2.6969850527505003e-10,3.020131358752618e-11,1.4440704100234994e-11,1.4365144588958276e-11,3.615105971250717e-12
sub-049,15,2.603312779114557e-10,2.9830786709433537e-11,1.4819991226543604e-11,1.655858215675578e-11,4.186854575384071e-12
sub-049,16,2.6256574813622156e-10,2.959060542864196e-11,1.3535414466918307e-11,1.797880151290422e-11,5.412239515706081e-12
sub-049,17,2.7177654423658936e-10,4.5603867422340694e-11,6.918764862763949e-11,2.7452191642189854e-11,5.87742211173444e-12
sub-049,18,2.6481009228858425e-10,5.056452892844755e-11,8.736573341762129e-11,2.661220660488491e-11,4.585131641438511e-12
sub-049,9,2.6558820188961946e-10,2.983685656212531e-11,1.57847506657453e-11,1.2234479301982844e-11,2.5368771422939482e-12
sub-049,2,2.620534302203542e-10,2.725906311090693e-11,9.341583153526426e-12,1.0216722701472216e-11,2.0272568667317746e-12
sub-049,14,2.6063124861773714e-10,3.1656895010577586e-11,3.3792010921532275e-11,1.4332842350399774e-11,2.396570583018072e-12
sub-050,7,4.256627638114027e-10,3.5171504101610183e-11,1.2950598254745807e-11,1.3998441684016407e-11,6.791060497825218e-12
sub-050,8,3.7054413703125186e-10,3.7591190548376044e-11,1.307776101269238e-11,1.4413833753146099e-11,7.291025392206977e-12
sub-050,3,3.3683390454863736e-10,3.0674428445931937e-11,1.0980358658677169e-11,1.3511204333144428e-11,7.185638374307882e-12
sub-050,4,2.8834046458764794e-10,3.051221889099281e-11,1.0877516560174766e-11,1.2520521891064352e-11,6.1594036472982975e-12
sub-050,0,2.5560785688833357e-10,2.697759133833554e-11,8.574115064323847e-12,1.0969850512993159e-11,4.780408086348057e-12
sub-050,1,2.5508265961563887e-10,2.701635006387048e-11,8.641277891191008e-12,1.098323387161147e-11,4.689167446725989e-12
sub-050,12,2.6235213422964745e-10,3.5842212303152763e-11,1.9212261401110943e-11,1.1975844161167372e-11,4.114178192505926e-12
sub-050,13,2.7210030845379146e-10,3.399968551195078e-11,1.7238885305279923e-11,1.1282723555063535e-11,4.062343668668826e-12
sub-050,10,2.6682713486587355e-10,5.775801312877022e-11,3.1625835701034766e-11,1.5856752593943587e-11,6.59660977114295e-12
sub-050,11,3.568776301443387e-10,7.22495186878625e-11,4.289372006268944e-11,1.976738720712347e-11,7.526238855957155e-12
sub-050,5,3.472657677026358e-10,3.854389027341456e-11,1.536593617700551e-11,2.6401938003446194e-11,2.1072860367361503e-11
sub-050,6,2.7580455061705525e-10,3.250611741455596e-11,1.2611141181001284e-11,1.6907827149194537e-11,1.0344980035391456e-11
sub-050,15,2.6881342144811016e-10,3.690473127481494e-11,1.3843416515667355e-11,2.8023532904785987e-11,2.215989051329656e-11
sub-050,16,2.664570298053026e-10,3.784763745269157e-11,1.3101831503042585e-11,2.6292916381722996e-11,1.566051796817388e-11
sub-050,17,2.5985696200970057e-10,6.016881234450004e-11,2.352211336921709e-11,1.678344968834039e-11,7.666400402619847e-12
sub-050,18,2.6470176501584747e-10,6.128358055162389e-11,2.5795293505117584e-11,1.6644045080585156e-11,8.132703340771949e-12
sub-050,9,2.6679653694033496e-10,3.322824914432415e-11,1.1375366094027899e-11,1.0504571082138458e-11,3.747159278663884e-12
sub-050,2,2.6803021701177824e-10,2.9005749515694945e-11,9.119349763109106e-12,9.512338086994391e-12,3.0190511669962065e-12
sub-050,14,2.669699123716381e-10,3.4475038937808115e-11,1.9641855210693585e-11,1.1387325766779035e-11,3.974737543837329e-12
sub-051,7,5.415297608636925e-10,3.799814538062788e-11,1.6004342265617555e-11,1.6012950982605095e-11,5.6927053773296375e-12
sub-051,8,7.265211687830843e-10,3.8552047346392426e-11,1.6638912000158288e-11,1.494813494925289e-11,5.092570610230673e-12
sub-051,3,6.386662206977436e-10,3.0293401089066406e-11,1.2606678461990691e-11,1.2491443367151688e-11,3.503392451662309e-12
sub-051,4,4.395381489746884e-10,3.016395513851958e-11,1.4234166181903056e-11,1.2078816228483748e-11,3.0485521409026797e-12
sub-051,0,2.648727759169449e-10,2.6637794592442508e-11,9.214554400887659e-12,1.0007480804987537e-11,2.44567286756174e-12
sub-051,1,2.6415295234166247e-10,2.657911935781165e-11,9.407104633373418e-12,9.898104328614642e-12,2.40650817476622e-12
sub-051,12,2.6828115710791946e-10,2.949648299751438e-11,1.568178764255063e-11,1.179281309188464e-11,3.2143927593702733e-12
sub-051,13,2.6521873858959234e-10,2.8446393192202192e-11,1.4520583389962266e-11,1.1296455263309239e-11,3.088979650923791e-12
sub-051,10,3.7160318953797127e-10,3.495882212560637e-11,2.6743689138619418e-11,1.9470106049846128e-11,8.819619961011584e-12
sub-051,11,4.2385098737646817e-10,3.696633544191047e-11,2.9532475848877445e-11,2.5736750029547283e-11,1.406239928192662e-11
sub-051,5,4.886164859188896e-10,3.0978342423383606e-11,1.4218281543149504e-11,1.6089865861063044e-11,6.867233351913179e-12
sub-051,6,4.0875788598849637e-10,3.087338693167957e-11,1.4776753198854913e-11,1.3634346519316429e-11,4.280530834512939e-12
sub-051,15,3.1046836648082754e-10,3.047546978944942e-11,1.4042179115337615e-11,1.7096063055124718e-11,8.229692506420505e-12
sub-051,16,3.87645483492875e-10,3.00032855711907e-11,1.3655179416767607e-11,1.574833157268242e-11,6.649144351783485e-12
sub-051,17,3.2609933899271047e-10,3.364992590682501e-11,2.0493115867234876e-11,1.480381775297463e-11,5.338121820259956e-12
sub-051,18,4.2756952086230734e-10,3.632475489473704e-11,2.625542511076321e-11,1.882122025877865e-11,8.748902801160693e-12
sub-051,9,2.72699898617764e-10,3.127828453109299e-11,1.4318728512857802e-11,1.2047933957610512e-11,2.6825700466331544e-12
sub-051,2,2.652517191472451e-10,2.7768587661533197e-11,9.909159051859835e-12,1.0272177475095568e-11,2.042413326438769e-12
sub-051,14,2.6498297535517147e-10,2.8405349226441774e-11,1.561616469050976e-11,1.074325803510871e-11,2.6472865552466573e-12
sub-052,7,3.139659374024206e-10,3.532556517890883e-11,2.0729430190376623e-11,2.393933613879959e-11,8.158737370617338e-12
sub-052,8,3.230884288719943e-10,3.574817179418525e-11,2.0565213311175148e-11,2.8737235321125394e-11,1.181144112346752e-11
sub-052,3,2.6338341259562024e-10,3.1136201300213377e-11,1.7045533979307465e-11,1.9098118592341768e-11,4.95117804056221e-12
sub-052,4,2.6575841664335046e-10,3.077429359366938e-11,1.6781469839064488e-11,1.9908934652822744e-11,6.269122020551751e-12
sub-052,0,2.516421656241115e-10,2.806942678600354e-11,1.3000601138723328e-11,1.347524494065134e-11,2.502164340722916e-12
sub-052,1,2.509042910346551e-10,2.7896748969552253e-11,1.2827784751070431e-11,1.3479513315317099e-11,2.606556708539077e-12
sub-052,12,2.558878885115165e-10,3.417922224062758e-11,2.7015065536133184e-11,1.7603457287123643e-11,3.0957627326987817e-12
sub-052,13,2.5272689424834686e-10,3.126977520652834e-11,2.068156696705424e-11,1.6553732042940228e-11,2.7413754864344815e-12
sub-052,10,2.6600271151707834e-10,5.0137920693354346e-11,7.425743024817719e-11,2.3057076827156658e-11,3.7613063506197786e-12
sub-052,11,2.6414636461579937e-10,4.6685501647533976e-11,5.995805969688686e-11,2.2845226340037624e-11,3.785889700048627e-12
sub-052,5,2.708515532094405e-10,3.268135541963985e-11,1.8945366772781897e-11,2.3685179438513252e-11,7.782415310043261e-12
sub-052,6,2.8114583678523915e-10,3.323056786824468e-11,1.9943922509416198e-11,2.3194195400304804e-11,7.114345707281228e-12
sub-052,15,2.6126065509117216e-10,3.350193163237073e-11,2.0040975036564724e-11,2.435894565961387e-11,9.382521753815203e-12
sub-052,16,2.5966689880418696e-10,3.1534940582086094e-11,1.8122263985387915e-11,2.519606140907685e-11,1.1683770630472032e-11
sub-052,17,2.618773802519024e-10,4.294964011445258e-11,4.3689258780811256e-11,2.329791747128561e-11,5.744752973478312e-12
sub-052,18,2.586926206593007e-10,3.779205010596472e-11,3.0390286516103997e-11,2.1220294023424127e-11,4.92529155021765e-12
sub-052,9,2.629323439363858e-10,3.1088958366169966e-11,1.7289124664393324e-11,1.6915195698530026e-11,3.602815623500764e-12
sub-052,2,2.553771378655677e-10,2.9090978075329214e-11,1.1578393585916355e-11,1.5571319380057716e-11,2.8363247098149552e-12
sub-052,14,2.545789391342125e-10,3.090724862650384e-11,1.9332563243772762e-11,1.4740733325639616e-11,2.495212157525195e-12
sub-053,7,1.1101979864140055e-09,8.672000987761256e-11,3.805883317168291e-11,4.7912140557658525e-11,1.6194025940214153e-11
sub-053,8,9.76299703478744e-10,8.453208413210398e-11,3.698864111885933e-11,3.520999714193654e-11,1.0437394628388719e-11
sub-053,3,7.997762343254059e-10,6.236411645568611e-11,2.2523723331045537e-11,2.279241504744006e-11,8.979756969232847e-12
sub-053,4,8.187843363663304e-10,6.916849303049772e-11,2.7186448612498948e-11,2.8678913571844347e-11,8.107875408539502e-12
sub-053,0,7.874847589383809e-10,5.790887558781083e-11,1.888374849296165e-11,1.7612369402429238e-11,2.8879218149501788e-12
sub-053,1,7.919365031322597e-10,6.09330904358987e-11,2.0636110825162307e-11,1.995028088729742e-11,3.111451277380948e-12
sub-053,12,8.262417022916231e-10,8.097356404645761e-11,3.9940654495416295e-11,2.2725455037293976e-11,4.348225581618041e-12
sub-053,13,8.147898549174048e-10,5.773330471843388e-11,1.808078148684231e-11,1.762934341306488e-11,2.6915070049273784e-12
sub-053,10,8.429550142524933e-10,1.249254777475308e-10,7.742988823912893e-11,3.071243350042512e-11,8.958880700940001e-12
sub-053,11,8.462116639114141e-10,1.241166279657114e-10,7.049882566623877e-11,3.626878405071839e-11,1.3104160655042044e-11
sub-053,5,3.280121614381976e-08,6.736199988248063e-09,2.776676047772934e-09,2.4087661606074843e-09,1.4254239088409362e-09
sub-053,6,8.347071325401133e-10,8.828435755507746e-11,3.9207147654280594e-11,2.9283018225231644e-11,6.0385365510539e-12
sub-053,15,8.391078230424944e-10,9.426316909543647e-11,3.769325269507984e-11,3.9613863983567037e-11,1.6136362628725045e-11
sub-053,16,8.335604034806674e-10,8.245140376590301e-11,3.531839807684272e-11,2.8498523413055685e-11,5.7380173777650745e-12
sub-053,17,8.161322687386033e-10,1.179505508625425e-10,5.6132496475786376e-11,2.8933819661430363e-11,9.445532178265398e-12
sub-053,18,8.167934519916172e-10,1.0249453365875409e-10,4.290074530377096e-11,3.3996477473343366e-11,1.1523658749154054e-11
sub-053,9,8.262623731562451e-10,7.265857027219576e-11,2.655986939491208e-11,2.102750328805128e-11,3.2821958328687005e-12
sub-053,2,8.276316913675282e-10,6.560165685052194e-11,2.1929192986758317e-11,2.0168857603960172e-11,2.9231571011124854e-12
sub-053,14,8.296507106733396e-10,7.427356456798077e-11,3.963387208051911e-11,2.0989126218572983e-11,3.392786968753141e-12
sub-054,7,3.373306852960704e-10,4.674564898339753e-11,3.871620570036324e-11,2.4741482713617564e-11,4.645319790418892e-12
sub-054,8,3.1349263024334206e-10,4.828976439894761e-11,4.151940083610944e-11,2.616052743479883e-11,6.158751079234587e-12
sub-054,3,2.7663005984312247e-10,3.800138920766713e-11,2.3147274934249422e-11,2.0712556441116112e-11,2.7816772669644658e-12
sub-054,4,3.1142269228221166e-10,4.273384684732828e-11,2.983594643349029e-11,2.1089450611606864e-11,4.133522211713042e-12
sub-054,0,2.5775884114275126e-10,3.4637397717948665e-11,1.588832903961907e-11,1.447177895359845e-11,2.213265736290273e-12
sub-054,1,2.5995791381367444e-10,3.530983874761172e-11,1.5526259717781785e-11,1.4297610620152658e-11,2.214623608750513e-12
sub-054,12,2.599613061463532e-10,4.575117619327139e-11,5.0444689652051886e-11,2.1201921826076823e-11,2.356508207649445e-12
sub-054,13,2.6154789228998325e-10,4.235886962666454e-11,4.9972150501666007e-11,1.9486312269147568e-11,2.211275205336396e-12
sub-054,10,2.6435920761531274e-10,2.692040005892545e-11,7.759907755416304e-12,7.766343073265479e-12,1.5467598048136657e-12
sub-054,11,2.6841665312721995e-10,5.49129455642676e-11,1.056320583840466e-10,3.0162049657696426e-11,3.3436797345840805e-12
sub-054,5,3.0169438626483527e-10,4.2987850838010686e-11,3.308342313441344e-11,2.826249542977996e-11,1.0136240244987668e-11
sub-054,6,2.9708547256682973e-10,5.064002600758452e-11,4.0143731005813236e-11,3.316793126966554e-11,1.4448303583571769e-11
sub-054,15,2.6930934339064066e-10,4.351438976248029e-11,3.332225643931116e-11,2.4371931914842883e-11,7.367764349928151e-12
sub-054,16,2.6588178016495877e-10,4.269997063566843e-11,2.464942794986267e-11,2.073415388427945e-11,6.101525018161168e-12
sub-054,17,2.675746703642639e-10,7.013482243289678e-11,1.0117319381991776e-10,3.0153934258241564e-11,4.109445888035573e-12
sub-054,18,2.6764372152399714e-10,5.598155636878092e-11,7.412946816563159e-11,2.3863472198038118e-11,2.938425361161591e-12
sub-054,9,2.6791910712088115e-10,3.9860501074637286e-11,2.6010654999255727e-11,1.8393819200592192e-11,2.341805611497075e-12
sub-054,2,2.7250557102680074e-10,3.3561878719412967e-11,1.476965916112064e-11,1.4404291304224927e-11,2.114254411653728e-12
sub-054,14,2.7130180402254307e-10,3.7774916418047857e-11,4.000041373119513e-11,2.0018248381130543e-11,2.3303240355818477e-12
sub-055,7,3.1816661273621673e-10,3.3016130311759534e-11,1.8197681521560035e-11,3.563149259363902e-11,8.335502887106877e-12
sub-055,8,2.9757723556972107e-10,3.210656123879868e-11,1.7318588121081697e-11,3.4666238814846524e-11,9.636003176968763e-12
