Subject,Channel,Mean,Variance,Skewness,Kurtosis,Hjorth_Mobility,Hjorth_Complexity
sub-032,Fp1,-0.000165878,2.67E-08,0.132057816,18.90466441,0.530026432,2.206160655
sub-032,Fp2,-0.000140271,2.29E-08,0.108470171,26.0288956,0.572302969,2.042537504
sub-032,F3,5.58E-06,1.78E-08,0.303433761,41.98087623,0.648066898,1.804962061
sub-032,F4,-3.77E-06,1.79E-08,0.420764216,41.22538058,0.64636949,1.808631525
sub-032,C3,-1.57E-05,1.77E-08,0.329135003,42.68631525,0.650637878,1.797406239
sub-032,C4,2.05E-05,1.78E-08,0.397032705,41.96781598,0.648920871,1.80132455
sub-032,P3,1.19E-05,1.81E-08,0.396679093,40.2097156,0.643053854,1.818497327
sub-032,P4,3.58E-05,1.80E-08,0.382539453,40.86504734,0.645745505,1.810556538
sub-032,O1,2.10E-05,1.80E-08,0.368155378,40.57381165,0.645153199,1.81236219
sub-032,O2,-7.35E-06,1.82E-08,0.33931983,40.06773611,0.642108205,1.821113647
sub-032,F7,-8.29E-06,1.82E-08,0.382039372,39.28531662,0.640125456,1.828458073
sub-032,F8,-5.37E-05,2.46E-08,0.353793379,22.01077876,0.551449406,2.120318151
sub-032,T3,-2.12E-05,1.80E-08,0.375366398,40.74577636,0.644590711,1.815042172
sub-032,T4,-8.96E-06,1.83E-08,0.325910194,39.77382697,0.640768111,1.824484028
sub-032,T5,2.80E-05,1.79E-08,0.414256437,40.68342031,0.647218005,1.807020432
sub-032,T6,2.77E-05,1.81E-08,0.438403322,39.83667634,0.6413978,1.823719711
sub-032,Fz,-5.10E-05,1.83E-08,0.286279277,40.00407883,0.639431587,1.828954566
sub-032,Cz,-7.70E-05,1.89E-08,0.247831794,37.57452688,0.629004764,1.858961063
sub-032,Pz,-4.12E-05,1.79E-08,0.289444638,41.61694286,0.646356466,1.80932145
sub-033,Fp1,-5.00E-05,6.56E-09,0.493980803,1.10258549,0.125805689,10.35126547
sub-033,Fp2,-4.07E-05,5.76E-09,0.25311762,0.19011913,0.131401434,9.416633714
sub-033,F3,-1.61E-05,5.74E-09,0.221742899,0.160314217,0.12533208,9.939427753
sub-033,F4,1.12E-05,5.89E-09,0.478416996,0.586693775,0.124081746,10.20726192
sub-033,C3,3.26E-05,3.64E-09,0.088610414,-0.027459252,0.146778576,8.702227485
sub-033,C4,-4.01E-05,4.09E-09,-0.027572311,-0.08978292,0.145108562,9.260449938
sub-033,P3,-1.83E-05,5.38E-09,0.155288051,-0.137341446,0.126954113,9.812625611
sub-033,P4,-2.72E-05,5.04E-09,-0.254312103,0.41938495,0.133727114,9.955838734
sub-033,O1,4.94E-05,7.21E-09,0.464338524,0.187263195,0.113710443,11.91399321
sub-033,O2,3.46E-05,8.71E-09,0.260929682,0.21392668,0.104369347,12.81437626
sub-033,F7,-2.79E-05,4.86E-09,0.122350355,0.074681539,0.143074194,9.381223851
sub-033,F8,-3.43E-05,5.34E-09,0.204243609,0.12291338,0.135136749,9.721148873
sub-033,T3,-0.000180753,4.70E-09,-0.044534674,-0.236660706,0.154554042,8.769925972
sub-033,T4,-3.39E-05,4.49E-09,0.193270156,-0.10214853,0.150339285,8.746797689
sub-033,T5,9.84E-06,5.20E-09,-0.101155765,0.108937572,0.133865399,9.540703408
sub-033,T6,-5.65E-05,5.87E-09,-0.572451222,1.027402886,0.130104577,10.19623299
sub-033,Fz,9.27E-06,5.57E-09,0.22659648,0.610700495,0.12562255,9.855564632
sub-033,Cz,-8.40E-07,4.16E-09,1.12E-05,-0.15452847,0.144132046,9.384994023
sub-033,Pz,1.90E-05,6.48E-09,0.432710498,0.515572867,0.116654539,11.64884707
sub-034,Fp1,-0.000161448,3.78E-08,0.279734109,0.406553248,0.059277323,20.51979598
sub-034,Fp2,-0.000112138,4.10E-08,1.345786998,1.391758303,0.057041867,21.27332
sub-034,F3,-4.78E-05,6.22E-08,2.315884003,14.5873747,0.045938668,26.69084893
sub-034,F4,-6.42E-05,4.12E-08,1.329395995,1.221637204,0.055201211,21.88188573
sub-034,C3,-0.000129265,4.73E-08,1.216427102,1.230958676,0.05154999,23.55074136
sub-034,C4,0.000128693,4.78E-08,-1.29694075,1.395699983,0.051177649,23.62930881
sub-034,P3,-7.47E-05,6.68E-07,-1.5115339,5.559916833,0.013613146,88.79780477
sub-034,P4,9.79E-05,3.73E-08,0.634589389,-0.204043657,0.057779819,20.8473522
sub-034,O1,3.89E-07,4.57E-08,1.328603965,1.142304436,0.052242224,23.02233855
sub-034,O2,0.000139236,5.60E-08,0.099534857,-1.204982092,0.047332138,25.45924679
sub-034,F7,5.89E-06,2.48E-07,2.91758246,26.50740314,0.144408504,6.775579455
sub-034,F8,-1.14E-05,5.11E-08,1.081632617,0.705224203,0.050560445,24.0672786
sub-034,T3,-0.000108068,1.01E-07,-2.071198424,9.230833899,0.040222118,31.35591425
sub-034,T4,-3.99E-05,3.77E-08,1.415222688,1.501050301,0.058283758,20.81657699
sub-034,T5,-2.85E-05,3.92E-08,1.340895061,1.268262875,0.056711044,21.40559716
sub-034,T6,0.000192515,5.33E-08,0.225846476,-0.896461833,0.048574399,24.90095379
sub-034,Fz,-6.75E-05,4.16E-08,1.390348275,1.296605577,0.054871366,22.08628833
sub-034,Cz,-0.000105533,4.64E-08,1.189756343,1.052479657,0.05158719,23.44682135
sub-034,Pz,-0.000109182,3.88E-08,1.457336593,1.48679952,0.056332695,21.39118546
sub-035,Fp1,3.68E-05,1.52E-08,3.804586017,41.49139784,0.062336098,22.29802549
sub-035,Fp2,-2.67E-05,1.41E-08,3.530024409,33.6314655,0.065921568,20.35031872
sub-035,F3,-9.13E-05,1.04E-08,-0.109508369,-0.062465899,0.065431718,20.92872501
sub-035,F4,-0.000105954,1.16E-08,0.164868804,-0.029614608,0.064536924,21.22487612
sub-035,C3,2.56E-05,7.55E-09,0.001810638,-0.201600736,0.073649975,19.49907369
sub-035,C4,-2.71E-05,8.23E-09,0.21274417,0.003310451,0.071116029,19.9965016
sub-035,P3,3.14E-05,7.52E-09,0.135914591,-0.099964716,0.078510529,17.74104324
sub-035,P4,3.99E-05,1.19E-08,0.384048235,0.057112946,0.05879591,24.28574873
sub-035,O1,-7.53E-06,2.60E-08,0.303659995,-0.636632339,0.046404462,30.35518232
sub-035,O2,3.99E-05,2.76E-08,0.714582663,1.500028658,0.040903281,34.81127223
sub-035,F7,-1.16E-05,7.68E-09,0.165210622,-0.330823099,0.087472278,16.10635673
sub-035,F8,3.21E-05,8.19E-09,0.124849363,-0.115297059,0.08196317,17.19996622
sub-035,T3,1.94E-07,8.39E-09,0.262235956,0.037590151,0.104626665,12.92948397
sub-035,T4,-5.32E-06,9.09E-09,-0.238048519,0.111811946,0.083855281,16.22344033
sub-035,T5,-3.81E-06,7.10E-09,0.093371068,-0.099814344,0.093425331,14.86521806
sub-035,T6,-2.43E-05,6.28E-09,-0.001155903,-0.00553863,0.089854517,15.93724852
sub-035,Fz,6.25E-06,8.67E-09,-0.098557443,-0.119615407,0.067433052,20.68833638
sub-035,Cz,-6.29E-05,7.61E-09,0.304208359,-0.199475249,0.072769893,19.87201746
sub-035,Pz,-9.16E-05,8.51E-09,0.027880738,-0.277148677,0.068742944,21.05344509
sub-036,Fp1,-4.89E-05,1.19E-08,0.411095355,1.508617292,0.079535964,16.8167126
sub-036,Fp2,-4.16E-05,8.66E-09,0.0382225,0.430212791,0.087569905,14.96247697
sub-036,F3,-1.21E-05,4.97E-09,0.077151915,-0.074454685,0.11183061,12.28463726
sub-036,F4,-5.55E-05,4.72E-09,0.042230601,-0.008728952,0.115734436,11.79006685
sub-036,C3,-2.11E-05,4.26E-09,0.010716936,-0.109581889,0.115747978,11.95698013
sub-036,C4,2.58E-05,4.25E-09,-0.126370575,0.094492594,0.117401337,11.89387743
sub-036,P3,-8.13E-05,4.48E-09,-0.140827056,-0.042721544,0.11255095,12.19485202
sub-036,P4,-2.28E-05,4.61E-09,-0.118301513,0.147502174,0.114331535,12.03364101
sub-036,O1,-1.20E-05,4.71E-09,-0.014081751,0.083866554,0.112421237,12.18987799
sub-036,O2,-6.61E-05,4.50E-09,-0.131455606,0.037850193,0.118859762,11.08296771
sub-036,F7,-2.98E-05,8.82E-09,0.512030731,3.570092155,0.090762416,15.31280199
sub-036,F8,-5.26E-05,6.98E-09,0.258952722,1.723551252,0.094987759,14.24346812
sub-036,T3,-4.15E-05,2.88E-08,-0.592830426,-0.371886701,0.049540551,27.65726978
sub-036,T4,-4.01E-05,4.59E-09,-0.052255255,0.01409138,0.119302101,11.27694287
sub-036,T5,-5.49E-05,4.55E-09,-0.196248898,0.094026558,0.116238791,12.01085193
sub-036,T6,-2.34E-05,5.07E-09,-0.001201667,0.177800942,0.128088268,10.06299932
sub-036,Fz,1.27E-05,4.64E-09,-0.043665832,-0.239900032,0.114155575,11.99841229
sub-036,Cz,-6.20E-06,4.69E-09,-0.045066194,-0.107859758,0.109800287,12.64610802
sub-036,Pz,-1.47E-05,4.17E-09,-0.086468627,-0.015750456,0.11784974,11.28458227
sub-037,Fp1,-8.80E-05,7.34E-09,0.742291536,7.693908809,0.110729219,11.03601406
sub-037,Fp2,-5.93E-05,1.44E-08,-0.79843329,3.699897082,0.076658444,15.99112672
sub-037,F3,3.83E-05,6.23E-09,0.383442463,6.209572933,0.115099986,10.54133628
sub-037,F4,-0.000130789,1.00E-08,-0.156845185,2.598219615,0.091684873,13.0527459
sub-037,C3,2.21E-05,4.32E-09,0.627956595,12.51059979,0.13524914,8.828664861
sub-037,C4,-1.94E-05,4.35E-09,0.731351714,15.32385851,0.139561848,8.525073488
sub-037,P3,-3.92E-05,6.31E-09,0.21716432,8.863911551,0.115823202,10.51147469
sub-037,P4,-0.000129945,6.63E-09,0.447377299,6.557951494,0.111592852,10.58229686
sub-037,O1,1.37E-05,3.06E-08,-0.404434177,0.407090455,0.053714774,22.81253285
sub-037,O2,8.17E-05,1.45E-08,0.508265756,0.763431202,0.080455379,14.6654147
sub-037,F7,-5.15E-05,5.11E-09,0.577165309,13.94632142,0.192180225,6.908058115
sub-037,F8,-5.53E-05,5.50E-09,0.247562447,8.969282879,0.125818002,9.80228631
sub-037,T3,-6.23E-05,7.27E-09,0.123001879,6.183530208,0.116112072,10.65387421
sub-037,T4,-3.28E-05,1.32E-08,0.253409614,1.934279714,0.082834024,14.56994639
sub-037,T5,8.35E-06,4.98E-08,8.835758153,114.3080947,0.042896148,27.98356982
sub-037,T6,3.30E-05,1.16E-08,0.284449791,1.62420859,0.086414061,14.0746969
sub-037,Fz,-1.54E-05,8.17E-09,-0.387734454,5.757519031,0.098421289,12.344531
sub-037,Cz,-8.29E-06,8.78E-09,0.216076519,2.53457103,0.090576001,13.81279499
sub-037,Pz,-0.000101237,2.33E-08,-0.28127272,-0.513441413,0.056525881,21.39356683
sub-038,Fp1,-2.54E-05,5.39E-08,-8.881147793,107.2294404,0.051624064,19.45810484
sub-038,Fp2,-1.33E-05,5.42E-08,-9.261578314,113.6475817,0.051696612,19.37362303
sub-038,F3,-2.54E-05,5.22E-08,-9.632093163,119.8304971,0.051192419,19.32282156
sub-038,F4,-2.54E-05,5.30E-08,-9.547380074,117.5321434,0.052472639,19.3396927
sub-038,C3,-1.98E-06,5.77E-08,10.17029144,126.193665,0.047599389,20.77853062
sub-038,C4,1.72E-06,5.33E-08,-10.02534132,124.0852773,0.04980301,19.82966003
sub-038,P3,-2.04E-05,5.49E-08,-7.017602774,87.66207196,0.048191618,20.61458517
sub-038,P4,-5.73E-05,1.64E-07,1.018942431,36.62147091,0.028247116,35.11639274
sub-038,O1,-4.04E-05,6.96E-08,-6.700412882,92.03796496,0.044220181,22.33562365
sub-038,O2,-3.78E-05,1.16E-07,1.310063319,60.55927896,0.033380875,29.95731674
sub-038,F7,-2.90E-05,5.26E-08,-9.41155499,116.0293005,0.055161871,19.06205537
sub-038,F8,-5.53E-05,5.41E-08,-9.175411841,111.4330874,0.055495237,19.32792142
sub-038,T3,-2.49E-05,5.37E-08,-9.267019111,113.5993015,0.051339686,19.64712135
sub-038,T4,-2.71E-05,5.20E-08,-9.408015269,114.6455827,0.053660291,19.1806488
sub-038,T5,-4.80E-05,1.06E-07,-1.257434997,70.09995441,0.036411854,27.26350459
sub-038,T6,-8.30E-05,1.54E-07,1.611204203,40.1528637,0.030259664,32.84471481
sub-038,Fz,1.00E-05,5.36E-08,-9.847511258,121.9554361,0.049607101,19.8705763
sub-038,Cz,-1.35E-05,5.14E-08,5.985912988,101.8340274,0.05142606,18.9591676
sub-038,Pz,4.75E-06,3.30E-08,5.000051162,149.2040669,0.062941023,15.70204952
sub-039,Fp1,7.06E-06,1.92E-08,-8.620053416,120.9001048,0.062179074,16.39873905
sub-039,Fp2,2.18E-05,1.84E-08,-9.433254967,136.0357895,0.079753978,14.35043377
sub-039,F3,-1.77E-05,1.92E-08,-9.449484486,135.3016008,0.051859529,20.15523081
sub-039,F4,5.68E-06,1.87E-08,-9.392339518,134.9863514,0.054410686,19.32438905
sub-039,C3,3.28E-08,1.71E-08,-10.37357288,155.1493217,0.046733774,20.09630198
sub-039,C4,5.44E-07,1.73E-08,10.40902633,156.699568,0.045251194,20.8356929
sub-039,P3,-4.57E-06,1.80E-08,-9.697353768,141.3056048,0.045903545,20.42225423
sub-039,P4,6.48E-06,2.43E-08,10.71320888,226.816721,0.043243126,20.23867407
sub-039,O1,1.40E-06,2.62E-08,-5.083771418,67.3867329,0.037492553,24.93134825
sub-039,O2,1.87E-05,4.19E-08,11.46982988,171.6475863,0.032182791,29.06179161
sub-039,F7,-2.00E-05,1.79E-08,-9.30004213,134.0268246,0.054707484,18.68107123
sub-039,F8,-1.86E-05,1.91E-08,-8.927653362,126.6702472,0.058751241,17.16701361
sub-039,T3,-1.49E-05,1.89E-08,-9.773539934,139.4714754,0.052012119,20.15495481
sub-039,T4,-1.79E-05,4.21E-08,10.5309662,149.6308673,0.041146368,23.25181489
sub-039,T5,1.57E-06,1.96E-08,-8.706811998,123.654458,0.046287282,20.43721215
sub-039,T6,-9.31E-06,3.67E-08,1.305606383,91.5871849,0.035722129,27.31873999
sub-039,Fz,-1.04E-05,1.84E-08,-9.380388798,135.0692998,0.04832536,19.87077176
sub-039,Cz,-2.63E-06,1.78E-08,-9.710699038,140.8764551,0.043382978,21.6810159
sub-039,Pz,1.64E-05,1.78E-08,-9.863165196,144.6016484,0.044786574,21.01475275
sub-040,Fp1,-0.000123323,4.02E-07,-1.648016418,7.214725934,0.014989575,83.23332066
sub-040,Fp2,-5.95E-05,3.81E-07,-2.753315899,12.98951833,0.015842418,77.5417848
sub-040,F3,-0.00012067,4.20E-07,-2.338215127,10.35230892,0.013736143,91.70968752
sub-040,F4,-0.000151264,4.29E-07,-1.866316823,7.605646764,0.013543393,91.14228934
sub-040,C3,-7.90E-05,2.20E-07,-5.802477316,34.11193812,0.019529655,64.2456624
sub-040,C4,-8.16E-05,2.13E-07,-5.856651835,34.73894271,0.019719261,62.88759505
sub-040,P3,-6.04E-05,2.19E-07,-5.62373748,32.53401644,0.019532739,64.05910055
sub-040,P4,-6.98E-05,2.17E-07,-5.64839667,32.90398291,0.018121805,68.39745423
sub-040,O1,-0.000131286,3.11E-07,-3.272775505,16.44961726,0.016466956,76.93737311
sub-040,O2,-0.000124781,2.41E-07,-4.544542569,25.94130972,0.018237535,67.84600553
sub-040,F7,-9.15E-05,3.93E-07,-2.171600885,10.93610881,0.016016024,78.64522941
sub-040,F8,-0.000222275,7.06E-07,-0.391179288,3.493603067,0.012364543,100.6834227
sub-040,T3,-6.75E-05,2.49E-07,-4.80952316,26.43606691,0.021232455,57.6955981
sub-040,T4,-0.000124641,3.11E-07,-3.390694777,17.23895289,0.019779616,60.09142385
sub-040,T5,-8.55E-05,2.42E-07,-5.244440557,30.19743674,0.018245965,68.47797599
sub-040,T6,-0.000144673,4.09E-07,-1.801049419,12.90160816,0.016474336,74.58470919
sub-040,Fz,-0.000100434,2.14E-07,-5.63182913,32.77434839,0.018819447,67.12787227
sub-040,Cz,-7.11E-05,2.16E-07,-5.625990703,32.75716605,0.018435365,68.41195056
sub-040,Pz,-0.000126424,2.25E-07,-5.727312567,33.56470462,0.017996576,70.59597476
sub-041,Fp1,-2.86E-05,9.19E-09,-0.143575261,-0.385946785,0.088773071,14.88929502
sub-041,Fp2,-1.74E-05,1.26E-08,-0.1539678,-0.568185728,0.069715735,19.18787877
sub-041,F3,-6.56E-05,7.54E-09,-0.002585187,-0.480606998,0.109003093,11.84708677
sub-041,F4,-4.59E-05,6.34E-09,0.057891509,-0.188951548,0.09548216,14.05254066
sub-041,C3,-5.23E-06,9.99E-09,0.025370489,-0.570131978,0.073347249,18.47278368
sub-041,C4,6.82E-06,1.02E-08,-0.00159411,-0.326480265,0.07190239,18.15729602
sub-041,P3,-2.04E-05,5.57E-09,0.034952047,-0.336537725,0.097852838,13.40213568
sub-041,P4,6.32E-05,5.85E-09,0.038594577,-0.429731869,0.100090639,12.57893336
sub-041,O1,-7.66E-05,1.74E-08,-0.299032652,-0.379636798,0.077215041,15.76491304
sub-041,O2,0.000176025,1.60E-08,-0.993971594,1.043499898,0.100660859,12.11801114
sub-041,F7,-2.52E-05,5.95E-09,-0.0366184,-0.16420829,0.183113578,6.925209694
sub-041,F8,8.80E-05,6.69E-09,-0.200693365,-0.225071312,0.109082479,11.46566069
sub-041,T3,9.76E-05,1.58E-08,1.164073441,2.09358525,0.071054509,18.23583229
sub-041,T4,-4.70E-05,8.06E-09,0.021096354,-0.449522004,0.112311151,11.42165436
sub-041,T5,-1.15E-05,6.39E-09,0.060432287,-0.436486508,0.098713403,13.22024273
sub-041,T6,3.79E-05,4.84E-09,0.042707547,-0.143461502,0.120796412,10.44103493
sub-041,Fz,-0.000451352,2.56E-07,-0.567132518,-1.0865755,0.014148837,94.28181711
sub-041,Cz,2.22E-05,7.41E-09,-0.093090148,0.167670791,0.080271429,16.82624254
sub-041,Pz,-0.000153004,9.13E-09,0.441581052,0.278335534,0.078060078,16.71014322
sub-042,Fp1,-6.71E-05,1.67E-07,-1.823876482,16.93416544,0.019148819,62.19052017
sub-042,Fp2,-4.31E-05,1.74E-07,1.180539642,8.481771367,0.019293825,59.78124767
sub-042,F3,-2.44E-05,1.09E-07,-1.197792506,15.79047815,0.023235206,51.80883859
sub-042,F4,-2.86E-05,2.43E-07,-1.64083203,9.101733172,0.015001195,80.00724419
sub-042,C3,2.95E-06,2.04E-08,2.675889988,14.29778894,0.045782131,23.49025325
sub-042,C4,-1.96E-06,1.78E-08,-2.886595425,15.48645813,0.049910431,21.17431935
sub-042,P3,2.32E-05,9.28E-08,0.387739897,4.791869636,0.021477269,50.49714663
sub-042,P4,-2.76E-05,3.42E-08,-1.278845832,8.448173239,0.03498919,29.36065464
sub-042,O1,-3.42E-05,6.32E-08,-0.687132407,7.810255619,0.029640608,38.66733059
sub-042,O2,-1.68E-05,3.88E-08,-1.194686557,6.707749365,0.035130354,30.72513832
sub-042,F7,-3.58E-05,9.21E-08,-1.579610331,16.2403846,0.029716064,42.65681774
sub-042,F8,-6.66E-05,2.46E-07,-2.576480515,17.10283499,0.018879985,67.88270132
sub-042,T3,-3.17E-05,7.58E-08,-1.662895222,15.7405053,0.029215741,40.21602478
sub-042,T4,-4.67E-05,1.07E-07,0.7418241,16.43675113,0.029874355,41.11477652
sub-042,T5,-6.88E-05,6.03E-08,-3.845669989,18.87574892,0.030116954,37.08525373
sub-042,T6,-4.39E-05,6.53E-08,-2.373842239,17.05240505,0.029234467,39.36594731
sub-042,Fz,-1.36E-06,4.27E-08,-0.22838091,4.565754245,0.031499065,34.86231835
sub-042,Cz,7.61E-06,2.53E-08,1.831064121,7.585432566,0.039789735,26.80998542
sub-042,Pz,-6.13E-06,4.78E-08,-1.138210565,6.735739904,0.030036389,36.49862222
sub-043,Fp1,1.46E-06,8.64E-09,2.298847229,71.22695198,0.09392086,13.8620571
sub-043,Fp2,6.35E-05,7.72E-09,2.135548169,79.63694204,0.093714783,13.87453758
sub-043,F3,6.88E-05,8.09E-09,1.300234886,75.15203421,0.09577402,13.71109388
sub-043,F4,3.82E-05,7.74E-09,1.427402119,84.65453691,0.093153836,13.50690108
sub-043,C3,1.08E-05,6.48E-09,2.585283793,118.1872845,0.104091186,12.48285346
sub-043,C4,-1.01E-05,6.54E-09,2.266779829,113.5251421,0.101173416,12.44626074
sub-043,P3,-1.03E-05,7.56E-09,0.34399213,52.45356127,0.092827246,13.97897665
sub-043,P4,3.36E-05,7.36E-09,2.57897047,88.2978341,0.096925611,13.00680136
sub-043,O1,-1.85E-05,7.68E-09,1.133443676,59.17803865,0.09289639,13.74783788
sub-043,O2,-0.000153887,2.37E-07,-5.356604452,29.84094126,0.022952446,50.98370666
sub-043,F7,1.56E-05,7.39E-09,1.539771865,83.61298359,0.122800983,10.86928525
sub-043,F8,-3.95E-05,7.59E-09,1.668215581,68.95898547,0.093808181,13.18370988
sub-043,T3,-9.77E-05,7.42E-09,2.322901203,95.57067034,0.120411454,10.18333169
sub-043,T4,-7.59E-06,6.76E-09,2.373781905,96.46019024,0.105635492,11.47559554
sub-043,T5,-3.03E-05,6.55E-09,1.686304563,54.59736093,0.102180907,12.83836269
sub-043,T6,-5.42E-05,9.83E-08,3.625290667,55.91108726,0.027788372,44.55832767
sub-043,Fz,2.97E-05,8.91E-09,0.226190033,45.27254614,0.086604462,14.56571276
sub-043,Cz,-3.05E-06,7.38E-09,0.78330964,64.77430132,0.095825874,13.56947953
sub-043,Pz,7.32E-05,8.36E-09,0.355158255,43.13588411,0.094088809,13.52257696
sub-044,Fp1,-7.99E-05,2.37E-08,0.063802875,2.280172202,0.073020426,15.58991119
sub-044,Fp2,2.02E-05,1.94E-08,0.153157479,0.163637756,0.081372209,13.9614697
sub-044,F3,-0.000121814,8.93E-09,0.341070707,0.393202455,0.115431378,9.746333784
sub-044,F4,6.47E-05,1.34E-08,0.15958263,-0.365461415,0.095206423,11.77844504
sub-044,C3,8.10E-06,1.17E-08,0.253887968,0.017571338,0.100744965,11.15884037
sub-044,C4,-1.70E-06,1.18E-08,-0.430323792,0.281993549,0.100473068,10.94233033
sub-044,P3,-0.000217635,7.77E-09,0.26469866,0.2961247,0.124374175,9.019218525
sub-044,P4,1.03E-05,1.65E-08,0.220605921,-0.492859042,0.086102208,12.47496936
sub-044,O1,0.000263794,7.18E-08,1.204346139,1.519728978,0.041994843,26.2580595
sub-044,O2,4.32E-05,4.20E-08,0.609135012,-0.55813422,0.05455624,20.05974389
sub-044,F7,-0.000172788,9.82E-09,0.035932593,0.110063248,0.115157791,10.07060454
sub-044,F8,-1.09E-05,1.05E-08,0.139476741,-0.021264338,0.110139017,10.08223532
sub-044,T3,-0.000108317,1.04E-08,0.546230502,0.573237047,0.113524235,10.22450644
sub-044,T4,-1.19E-05,1.53E-08,0.377979639,-0.188221621,0.091320348,12.14317841
sub-044,T5,-0.000116517,1.98E-08,0.276604778,-0.772498169,0.080336525,14.12832182
sub-044,T6,0.000145081,2.30E-08,0.244239488,-0.239601273,0.072993728,15.07260339
sub-044,Fz,1.15E-06,1.62E-08,0.12151606,-0.468138849,0.085696742,13.26525512
sub-044,Cz,-0.000130219,8.58E-09,0.258916362,0.560188944,0.117086547,9.668976769
sub-044,Pz,-7.04E-05,5.75E-08,0.967728752,0.086410445,0.045668688,23.998357
sub-045,Fp1,0.000154282,3.03E-08,-0.117491326,1.326240173,0.060056424,18.66819038
sub-045,Fp2,7.46E-05,2.98E-08,-0.113628026,1.333972117,0.065531177,17.19539622
sub-045,F3,0.000101198,2.37E-08,-0.117919086,3.484938507,0.066022736,17.0533738
sub-045,F4,0.000208854,2.89E-08,-0.172350095,3.16171662,0.06732493,16.6095059
sub-045,C3,-4.61E-05,2.40E-08,-0.204186914,2.444478873,0.0653794,17.15266963
sub-045,C4,5.02E-05,2.68E-08,-0.021973248,1.871713785,0.061805576,17.71674605
sub-045,P3,0.000103488,2.42E-08,-0.234900277,2.964150736,0.06504588,17.09741762
sub-045,P4,2.69E-05,2.51E-08,-0.188316322,2.447339033,0.063140028,17.43952425
sub-045,O1,0.000135743,3.48E-08,-0.171200508,1.249042928,0.054458865,20.46975307
sub-045,O2,0.000331258,1.36E-07,1.469001953,2.65031486,0.027908565,39.68855206
sub-045,F7,-3.23E-05,2.51E-08,0.069724531,2.437550799,0.066242729,17.29693939
sub-045,F8,0.000177504,2.91E-08,-0.195597221,1.95144712,0.066662907,17.20844618
sub-045,T3,3.52E-05,2.52E-08,-0.229895868,2.369539661,0.064808077,17.32465859
sub-045,T4,-0.000205794,1.61E-06,0.539284648,2.517404178,0.164282468,6.0505362
sub-045,T5,2.07E-05,3.45E-08,0.781405514,6.226339731,0.055097462,20.41553544
sub-045,T6,-5.44E-05,3.16E-08,-0.234650981,1.443141651,0.056893184,19.39743836
sub-045,Fz,0.000133659,8.89E-08,-0.030311876,-0.594576681,0.034142271,33.00549934
sub-045,Cz,-1.15E-05,2.67E-08,-0.135520458,2.292920128,0.061668064,18.19953816
sub-045,Pz,-5.85E-05,3.72E-08,-0.248829009,0.557309957,0.051939894,21.2860393
sub-046,Fp1,0.000200417,2.24E-08,1.441254456,8.501558736,0.073179153,15.7483744
sub-046,Fp2,7.32E-05,9.27E-08,6.714024936,57.09561944,0.036285013,31.34288733
sub-046,F3,6.06E-05,6.38E-09,-0.679809181,5.568499121,0.127997253,8.996303118
sub-046,F4,0.000191581,2.51E-08,0.278505847,1.555966089,0.069877565,16.84298257
sub-046,C3,-3.05E-05,5.35E-09,-0.914713214,8.444758769,0.139234826,8.243272199
sub-046,C4,2.28E-05,5.51E-09,0.88016785,8.049618714,0.135320714,8.435864425
sub-046,P3,0.000231492,1.17E-08,-0.185266678,1.007991557,0.093462099,12.24288243
sub-046,P4,0.000349039,1.74E-08,-0.17251584,0.290504971,0.075556031,15.05021882
sub-046,O1,0.000171256,2.68E-08,0.610503542,1.356895579,0.061828452,18.27508938
sub-046,O2,0.000346532,2.72E-08,0.706716808,0.552998004,0.061928475,18.35669306
sub-046,F7,0.000175647,1.26E-08,-0.190410305,1.556727238,0.098581339,11.6294696
sub-046,F8,9.27E-05,3.20E-08,5.157277375,44.83008113,0.058789642,19.34292599
sub-046,T3,0.000292109,1.95E-08,-0.35186836,0.536480902,0.072896881,16.0492117
sub-046,T4,0.000296541,1.37E-07,0.699484763,21.52056759,0.028881792,39.97321441
sub-046,T5,0.000112225,8.03E-09,-0.54231964,3.632213959,0.115776205,9.821015082
sub-046,T6,0.000210437,5.74E-08,7.755582501,91.92287201,0.042816155,26.40739202
sub-046,Fz,0.000119601,8.11E-09,-0.398139071,2.290992101,0.114754898,9.949716679
sub-046,Cz,0.000128163,3.62E-08,6.960938187,115.1905739,0.053900803,21.0841336
sub-046,Pz,8.58E-07,6.70E-09,-0.529200916,3.782043298,0.121961963,9.290977046
sub-047,Fp1,-7.98E-05,1.36E-08,0.012379817,0.876861724,0.118458237,9.562068139
sub-047,Fp2,-5.99E-05,1.15E-08,0.35576491,0.635382863,0.133814466,8.864614608
sub-047,F3,-0.000103342,5.98E-09,-0.01934149,-0.111883228,0.179497491,6.3484619
sub-047,F4,-1.98E-05,1.36E-08,-0.090175893,-0.564582681,0.126657385,9.412098043
sub-047,C3,3.48E-05,3.97E-09,0.012066261,0.734620017,0.211339899,5.223499114
sub-047,C4,-3.26E-05,4.01E-09,-0.111824856,0.027449409,0.209912286,5.240553473
sub-047,P3,-5.48E-05,6.63E-08,6.58295536,82.80989955,0.05192886,21.08348979
sub-047,P4,-0.000108154,6.30E-09,-0.01778621,-0.253732979,0.167544182,6.476169311
sub-047,O1,0.000382422,3.25E-07,-3.141691469,22.19190666,0.3620819,2.765685649
