Subject,Channel,Delta,Theta,Alpha,Beta,Gamma
sub-046,P3,2.8999843968663204e-10,5.94639679345389e-11,4.207063966270321e-11,2.8888030415097378e-11,3.702313982545288e-12
sub-046,P4,2.998790751920513e-10,5.4464385182610205e-11,4.616024515291694e-11,2.967809572161467e-11,3.758610364764255e-12
sub-046,O1,2.920093608937801e-10,7.47392153044322e-11,7.404119986058559e-11,3.871622355680969e-11,5.271310263022491e-12
sub-046,O2,3.1591582591278325e-10,8.0835914767018e-11,9.24023184462244e-11,4.363255865821391e-11,6.221249741253807e-12
sub-046,F7,2.9946651708834896e-10,4.6210256005709615e-11,2.7584390695241826e-11,3.377100327546124e-11,1.1087851459298304e-11
sub-046,F8,3.36385930698709e-10,4.882036039516237e-11,2.895650389233395e-11,2.9962445435948354e-11,6.913109156849017e-12
sub-046,T3,2.8972637162338797e-10,4.536080172913722e-11,2.761208875188665e-11,3.0581189752627115e-11,5.205679628550271e-12
sub-046,T4,5.678685250897937e-10,7.3365245737814e-11,4.1315474085285853e-11,4.674330301522481e-11,8.44345819229607e-12
sub-046,T5,2.878227369167118e-10,7.095555886119555e-11,6.131931569654824e-11,4.0094507560524135e-11,5.3299714841753214e-12
sub-046,T6,4.363744052807766e-10,6.445248697168477e-11,5.907111841220031e-11,3.285252147073905e-11,4.623418013997082e-12
sub-046,Fz,2.851021466234546e-10,4.4595173857827957e-11,2.1216584893150804e-11,2.5074929708214055e-11,3.6439369503890126e-12
sub-046,Cz,7.471155822141753e-10,4.736675852648576e-11,1.926865724898192e-11,3.3064239953545936e-11,4.6820848825914284e-12
sub-046,Pz,2.8298412005536117e-10,5.0134170075095097e-11,3.548769477515247e-11,2.684748518118183e-11,3.731038588911068e-12
sub-047,Fp1,3.212736866876427e-10,4.514921024011095e-11,2.6576620926933684e-11,1.8954363802536396e-11,4.157189457377389e-12
sub-047,Fp2,3.055790132980918e-10,4.313322089102102e-11,2.39884316706853e-11,1.840194604031224e-11,4.4934107558545024e-12
sub-047,F3,2.715797212504844e-10,3.4061286437386014e-11,1.783719553482472e-11,1.544082495516477e-11,3.657666979416689e-12
sub-047,F4,2.737989796503472e-10,3.5047126901999764e-11,1.7058718044471317e-11,1.649308562412638e-11,4.99105213453917e-12
sub-047,C3,2.7019898967282655e-10,3.429141992662871e-11,1.3882764861729802e-11,1.4370894727294436e-11,3.0017556805257073e-12
sub-047,C4,2.660661497748078e-10,3.082535379129595e-11,1.3272478113670107e-11,1.2882876330680009e-11,2.766107244872199e-12
sub-047,P3,8.855985745501614e-10,5.445932377126746e-11,2.8328471642191136e-11,1.8249259071840724e-11,3.2730259808641123e-12
sub-047,P4,2.677915811301588e-10,3.41877327338433e-11,2.22636794605792e-11,1.4773839969640492e-11,2.9118271366485768e-12
sub-047,O1,2.126651970005118e-09,8.86793908133909e-10,4.3855508454220284e-10,4.672259326503224e-10,4.643789627194057e-10
sub-047,O2,2.725165770622099e-10,4.264559510600216e-11,6.341736804230397e-11,2.2817437905618763e-11,3.7999303334631394e-12
sub-047,F7,2.738820912516692e-10,4.036703245781658e-11,2.481757765749812e-11,1.883886986046335e-11,5.451545447685048e-12
sub-047,F8,2.7284990439475875e-10,4.009217281291423e-11,2.2988885322482794e-11,1.809392927418865e-11,7.0808313048139494e-12
sub-047,T3,2.7040119274469616e-10,3.826342713695163e-11,2.8396552934048635e-11,2.140340621410845e-11,5.001702366957901e-12
sub-047,T4,2.697943308219231e-10,3.5425453230746827e-11,1.9742561213808303e-11,1.6851699914612337e-11,5.105090127890498e-12
sub-047,T5,2.7236323452760585e-10,4.458396584844134e-11,5.3212869374288853e-11,2.5654582908341912e-11,4.0334033796016426e-12
sub-047,T6,2.7224824977467913e-10,4.375111837602682e-11,4.81495510562905e-11,2.1411242459929946e-11,3.712857124862169e-12
sub-047,Fz,2.893150887332717e-10,3.554574544270098e-11,1.757427006724711e-11,1.623251858519795e-11,3.3047269926215434e-12
sub-047,Cz,5.818358127573319e-10,7.971904266540854e-11,1.6404551675542454e-11,1.2604385776252401e-11,2.7417474428408155e-12
sub-047,Pz,2.7249911991614746e-10,3.6472023109743037e-11,2.5942484679039113e-11,2.7064892763151988e-11,9.998517587668422e-12
sub-048,Fp1,1.9286405811528823e-09,3.1572739917531655e-10,7.723615124259495e-11,6.447573077044878e-11,1.6973077505976745e-11
sub-048,Fp2,1.2431444886090026e-09,1.5826419394238354e-10,5.4499107545053075e-11,5.958884847674496e-11,2.0653507620748246e-11
sub-048,F3,1.1996196688370531e-09,1.4045075983596534e-10,4.684816576343269e-11,5.507410257247909e-11,2.8264086775370676e-11
sub-048,F4,1.1746725578384028e-09,1.3410871697646952e-10,4.3340743162872055e-11,4.567053459000607e-11,2.0154150998163063e-11
sub-048,C3,1.1879560264040796e-09,1.4681679292707826e-10,4.262837717518069e-11,4.131670697489387e-11,1.100458200197007e-11
sub-048,C4,1.1815047673149062e-09,1.4837737107286685e-10,4.2416882201693766e-11,4.0981594919524354e-11,1.1205487201292904e-11
sub-048,P3,1.2608617717599152e-09,1.6031914156236353e-10,5.6248005946939684e-11,4.6173881924429825e-11,1.1343236541308896e-11
sub-048,P4,2.7895745876004143e-09,3.488499997893175e-10,7.42896915108337e-11,5.965670573315952e-11,1.3565698660448857e-11
sub-048,O1,1.2701498760549175e-09,1.8249286677362526e-10,1.0201387811416512e-10,5.522483366655525e-11,1.262147534138547e-11
sub-048,O2,8.467387713468128e-09,9.730814236446199e-10,4.3650270788906565e-10,4.1276414792874203e-10,4.0258943328453563e-10
sub-048,F7,1.185147343523059e-09,1.3870880488302573e-10,4.9879366216092485e-11,5.960346507630498e-11,2.970022169298219e-11
sub-048,F8,1.2160403775923561e-09,1.5438570361856344e-10,5.22797239296076e-11,5.446877528190795e-11,2.7715883750145722e-11
sub-048,T3,1.20167204267319e-09,1.5632455265073678e-10,5.275617019572633e-11,5.925034592451496e-11,2.999165796621574e-11
sub-048,T4,1.1929934641370017e-09,1.5278924753159313e-10,4.7597526188221474e-11,5.1578880351178014e-11,2.135612030140006e-11
sub-048,T5,1.2869407900617254e-09,1.7872146530786873e-10,9.48932109262933e-11,5.344003609015876e-11,1.1090448146176696e-11
sub-048,T6,1.4610751766408281e-09,1.7270884606200343e-10,7.983580076294108e-11,5.022256244968411e-11,1.2930479782490548e-11
sub-048,Fz,1.2221817224628277e-09,1.6490535883591393e-10,5.6061777443337857e-11,5.9073674180692e-11,1.4348592456092551e-11
sub-048,Cz,1.2008647742673845e-09,1.5603285800331664e-10,4.437263894303314e-11,4.103019190624285e-11,1.043798695218121e-11
sub-048,Pz,2.1308753935888512e-09,4.229409150323311e-10,8.721178463112283e-11,7.511456864689889e-11,1.6135284694195978e-11
sub-049,Fp1,2.8223675611585534e-10,3.052289514500312e-11,1.7171142190921752e-11,1.6688803577180223e-11,5.442226248027996e-12
sub-049,Fp2,2.7516454091660976e-10,3.032488143079344e-11,1.7209999340515915e-11,1.8534844341197696e-11,6.94306917777899e-12
sub-049,F3,2.6135268370069695e-10,2.833941771620569e-11,1.4357181922201052e-11,1.2089581715656734e-11,2.649091669023199e-12
sub-049,F4,2.5980848928099166e-10,2.845552176327283e-11,1.3726269741719393e-11,1.2339976372358854e-11,2.850485869169915e-12
sub-049,C3,2.5638185202840043e-10,2.690854843691591e-11,9.595994912384166e-12,1.0944898060467203e-11,2.1376541961913833e-12
sub-049,C4,2.568234539666012e-10,2.6913491765561466e-11,9.100628000509511e-12,1.0854533936669792e-11,2.1239097465600784e-12
sub-049,P3,2.606683468179366e-10,3.2507057871598415e-11,3.536769806392053e-11,1.6308473676622187e-11,2.9098777750900084e-12
sub-049,P4,2.6007963674965814e-10,3.326751507716497e-11,3.834637088675312e-11,1.5357281894035356e-11,2.3706680762221837e-12
sub-049,O1,2.8008092941016215e-10,5.117940385286007e-11,1.0176113575157485e-10,3.1595598613478267e-11,6.252216956427677e-12
sub-049,O2,2.7285714397556036e-10,5.80850914481123e-11,1.215074116580325e-10,3.325410784235101e-11,4.728570815267309e-12
sub-049,F7,2.61927718858151e-10,2.6256772686616075e-11,7.1367449840263675e-12,7.9483371681912e-12,1.6101491190179302e-12
sub-049,F8,2.6969850527505003e-10,3.020131358752618e-11,1.4440704100234994e-11,1.4365144588958276e-11,3.6151059712507167e-12
sub-049,T3,2.6033127791145574e-10,2.9830786709433537e-11,1.4819991226543604e-11,1.655858215675578e-11,4.186854575384071e-12
sub-049,T4,2.625657481362216e-10,2.959060542864196e-11,1.3535414466918307e-11,1.797880151290422e-11,5.412239515706081e-12
sub-049,T5,2.7177654423658936e-10,4.56038674223407e-11,6.91876486276395e-11,2.7452191642189857e-11,5.87742211173444e-12
sub-049,T6,2.648100922885843e-10,5.056452892844755e-11,8.736573341762129e-11,2.661220660488491e-11,4.585131641438511e-12
sub-049,Fz,2.655882018896195e-10,2.983685656212531e-11,1.57847506657453e-11,1.2234479301982844e-11,2.5368771422939482e-12
sub-049,Cz,2.6205343022035426e-10,2.7259063110906926e-11,9.341583153526426e-12,1.0216722701472216e-11,2.0272568667317742e-12
sub-049,Pz,2.6063124861773714e-10,3.165689501057759e-11,3.3792010921532275e-11,1.4332842350399774e-11,2.3965705830180718e-12
sub-050,Fp1,4.2566276381140274e-10,3.5171504101610183e-11,1.2950598254745809e-11,1.3998441684016407e-11,6.791060497825218e-12
sub-050,Fp2,3.705441370312519e-10,3.7591190548376044e-11,1.3077761012692379e-11,1.44138337531461e-11,7.291025392206977e-12
sub-050,F3,3.368339045486374e-10,3.067442844593194e-11,1.098035865867717e-11,1.3511204333144428e-11,7.1856383743078824e-12
sub-050,F4,2.8834046458764794e-10,3.051221889099281e-11,1.0877516560174766e-11,1.2520521891064352e-11,6.1594036472982975e-12
sub-050,C3,2.5560785688833357e-10,2.697759133833554e-11,8.574115064323847e-12,1.096985051299316e-11,4.780408086348057e-12
sub-050,C4,2.5508265961563887e-10,2.701635006387048e-11,8.641277891191008e-12,1.098323387161147e-11,4.689167446725989e-12
sub-050,P3,2.6235213422964745e-10,3.5842212303152763e-11,1.9212261401110946e-11,1.1975844161167373e-11,4.114178192505926e-12
sub-050,P4,2.721003084537915e-10,3.399968551195078e-11,1.7238885305279923e-11,1.1282723555063537e-11,4.062343668668826e-12
sub-050,O1,2.6682713486587355e-10,5.775801312877022e-11,3.162583570103477e-11,1.5856752593943587e-11,6.59660977114295e-12
sub-050,O2,3.568776301443387e-10,7.224951868786251e-11,4.2893720062689436e-11,1.976738720712347e-11,7.526238855957155e-12
sub-050,F7,3.472657677026358e-10,3.8543890273414554e-11,1.536593617700551e-11,2.6401938003446194e-11,2.1072860367361506e-11
sub-050,F8,2.7580455061705525e-10,3.2506117414555956e-11,1.2611141181001285e-11,1.6907827149194537e-11,1.0344980035391455e-11
sub-050,T3,2.688134214481102e-10,3.690473127481494e-11,1.3843416515667355e-11,2.802353290478599e-11,2.2159890513296556e-11
sub-050,T4,2.6645702980530266e-10,3.784763745269157e-11,1.3101831503042585e-11,2.6292916381722993e-11,1.566051796817388e-11
sub-050,T5,2.598569620097006e-10,6.016881234450004e-11,2.3522113369217092e-11,1.678344968834039e-11,7.666400402619847e-12
sub-050,T6,2.647017650158475e-10,6.12835805516239e-11,2.5795293505117584e-11,1.6644045080585156e-11,8.132703340771949e-12
sub-050,Fz,2.6679653694033496e-10,3.322824914432415e-11,1.13753660940279e-11,1.0504571082138458e-11,3.747159278663884e-12
sub-050,Cz,2.6803021701177824e-10,2.9005749515694942e-11,9.119349763109106e-12,9.512338086994393e-12,3.0190511669962065e-12
sub-050,Pz,2.6696991237163815e-10,3.4475038937808115e-11,1.9641855210693582e-11,1.1387325766779035e-11,3.974737543837329e-12
sub-051,Fp1,5.415297608636926e-10,3.7998145380627876e-11,1.6004342265617555e-11,1.6012950982605095e-11,5.6927053773296375e-12
sub-051,Fp2,7.265211687830843e-10,3.8552047346392426e-11,1.663891200015829e-11,1.494813494925289e-11,5.092570610230673e-12
sub-051,F3,6.386662206977437e-10,3.029340108906641e-11,1.2606678461990691e-11,1.2491443367151687e-11,3.503392451662309e-12
sub-051,F4,4.395381489746884e-10,3.016395513851958e-11,1.4234166181903056e-11,1.2078816228483748e-11,3.0485521409026793e-12
sub-051,C3,2.6487277591694495e-10,2.663779459244251e-11,9.21455440088766e-12,1.0007480804987535e-11,2.4456728675617396e-12
sub-051,C4,2.641529523416625e-10,2.657911935781165e-11,9.407104633373418e-12,9.898104328614642e-12,2.4065081747662195e-12
sub-051,P3,2.682811571079195e-10,2.949648299751438e-11,1.568178764255063e-11,1.179281309188464e-11,3.2143927593702733e-12
sub-051,P4,2.6521873858959234e-10,2.8446393192202192e-11,1.4520583389962266e-11,1.129645526330924e-11,3.088979650923791e-12
sub-051,O1,3.7160318953797127e-10,3.495882212560637e-11,2.674368913861942e-11,1.947010604984613e-11,8.819619961011584e-12
sub-051,O2,4.238509873764682e-10,3.696633544191047e-11,2.9532475848877445e-11,2.5736750029547283e-11,1.4062399281926619e-11
sub-051,F7,4.886164859188896e-10,3.0978342423383606e-11,1.4218281543149504e-11,1.6089865861063044e-11,6.867233351913179e-12
sub-051,F8,4.087578859884964e-10,3.087338693167957e-11,1.4776753198854913e-11,1.363434651931643e-11,4.280530834512939e-12
sub-051,T3,3.1046836648082754e-10,3.047546978944942e-11,1.4042179115337615e-11,1.7096063055124718e-11,8.229692506420505e-12
sub-051,T4,3.87645483492875e-10,3.00032855711907e-11,1.3655179416767607e-11,1.574833157268242e-11,6.649144351783485e-12
sub-051,T5,3.2609933899271047e-10,3.364992590682501e-11,2.0493115867234873e-11,1.480381775297463e-11,5.338121820259956e-12
sub-051,T6,4.2756952086230734e-10,3.6324754894737036e-11,2.6255425110763213e-11,1.8821220258778652e-11,8.748902801160693e-12
sub-051,Fz,2.72699898617764e-10,3.127828453109299e-11,1.4318728512857802e-11,1.2047933957610513e-11,2.6825700466331544e-12
sub-051,Cz,2.652517191472451e-10,2.7768587661533194e-11,9.909159051859835e-12,1.0272177475095567e-11,2.042413326438769e-12
sub-051,Pz,2.649829753551715e-10,2.8405349226441777e-11,1.561616469050976e-11,1.074325803510871e-11,2.6472865552466573e-12
sub-052,Fp1,3.1396593740242066e-10,3.532556517890883e-11,2.0729430190376623e-11,2.393933613879959e-11,8.158737370617338e-12
sub-052,Fp2,3.230884288719943e-10,3.574817179418525e-11,2.056521331117515e-11,2.8737235321125394e-11,1.1811441123467519e-11
sub-052,F3,2.6338341259562024e-10,3.1136201300213377e-11,1.7045533979307465e-11,1.9098118592341768e-11,4.95117804056221e-12
sub-052,F4,2.6575841664335046e-10,3.077429359366938e-11,1.6781469839064488e-11,1.9908934652822744e-11,6.269122020551751e-12
sub-052,C3,2.516421656241115e-10,2.806942678600354e-11,1.3000601138723328e-11,1.3475244940651339e-11,2.5021643407229158e-12
sub-052,C4,2.509042910346551e-10,2.7896748969552253e-11,1.2827784751070433e-11,1.34795133153171e-11,2.6065567085390766e-12
sub-052,P3,2.558878885115165e-10,3.417922224062758e-11,2.7015065536133184e-11,1.7603457287123643e-11,3.0957627326987817e-12
sub-052,P4,2.527268942483469e-10,3.126977520652834e-11,2.0681566967054236e-11,1.6553732042940228e-11,2.7413754864344815e-12
sub-052,O1,2.6600271151707834e-10,5.0137920693354346e-11,7.42574302481772e-11,2.305707682715666e-11,3.7613063506197786e-12
sub-052,O2,2.6414636461579937e-10,4.668550164753398e-11,5.995805969688686e-11,2.2845226340037624e-11,3.785889700048627e-12
sub-052,F7,2.708515532094405e-10,3.268135541963985e-11,1.89453667727819e-11,2.3685179438513255e-11,7.782415310043261e-12
sub-052,F8,2.811458367852392e-10,3.323056786824468e-11,1.99439225094162e-11,2.3194195400304804e-11,7.114345707281228e-12
sub-052,T3,2.6126065509117216e-10,3.3501931632370735e-11,2.0040975036564724e-11,2.435894565961387e-11,9.382521753815203e-12
sub-052,T4,2.5966689880418696e-10,3.15349405820861e-11,1.8122263985387915e-11,2.5196061409076852e-11,1.1683770630472032e-11
sub-052,T5,2.618773802519024e-10,4.2949640114452584e-11,4.3689258780811256e-11,2.329791747128561e-11,5.744752973478312e-12
sub-052,T6,2.586926206593007e-10,3.779205010596472e-11,3.0390286516103997e-11,2.1220294023424127e-11,4.92529155021765e-12
sub-052,Fz,2.629323439363858e-10,3.1088958366169966e-11,1.7289124664393324e-11,1.6915195698530026e-11,3.602815623500764e-12
sub-052,Cz,2.553771378655677e-10,2.9090978075329218e-11,1.1578393585916357e-11,1.5571319380057716e-11,2.8363247098149552e-12
sub-052,Pz,2.545789391342125e-10,3.090724862650384e-11,1.9332563243772765e-11,1.4740733325639616e-11,2.495212157525195e-12
sub-053,Fp1,1.1101979864140055e-09,8.672000987761256e-11,3.805883317168291e-11,4.791214055765853e-11,1.6194025940214153e-11
sub-053,Fp2,9.76299703478744e-10,8.453208413210398e-11,3.6988641118859324e-11,3.520999714193654e-11,1.0437394628388719e-11
sub-053,F3,7.997762343254059e-10,6.236411645568611e-11,2.2523723331045537e-11,2.279241504744006e-11,8.979756969232847e-12
sub-053,F4,8.187843363663305e-10,6.916849303049772e-11,2.718644861249895e-11,2.8678913571844347e-11,8.107875408539502e-12
sub-053,C3,7.874847589383809e-10,5.790887558781083e-11,1.8883748492961646e-11,1.7612369402429238e-11,2.8879218149501788e-12
sub-053,C4,7.919365031322597e-10,6.09330904358987e-11,2.0636110825162307e-11,1.995028088729742e-11,3.111451277380948e-12
sub-053,P3,8.262417022916232e-10,8.097356404645761e-11,3.9940654495416295e-11,2.2725455037293976e-11,4.348225581618041e-12
sub-053,P4,8.147898549174049e-10,5.7733304718433883e-11,1.808078148684231e-11,1.762934341306488e-11,2.6915070049273784e-12
sub-053,O1,8.429550142524934e-10,1.249254777475308e-10,7.742988823912893e-11,3.071243350042512e-11,8.95888070094e-12
sub-053,O2,8.462116639114141e-10,1.241166279657114e-10,7.049882566623878e-11,3.626878405071839e-11,1.3104160655042044e-11
sub-053,F7,3.280121614381976e-08,6.736199988248063e-09,2.7766760477729344e-09,2.4087661606074843e-09,1.4254239088409364e-09
sub-053,F8,8.347071325401134e-10,8.828435755507746e-11,3.92071476542806e-11,2.9283018225231644e-11,6.0385365510538995e-12
sub-053,T3,8.391078230424945e-10,9.426316909543649e-11,3.769325269507984e-11,3.9613863983567037e-11,1.6136362628725045e-11
sub-053,T4,8.335604034806675e-10,8.245140376590301e-11,3.531839807684272e-11,2.8498523413055685e-11,5.7380173777650745e-12
sub-053,T5,8.161322687386033e-10,1.179505508625425e-10,5.6132496475786376e-11,2.8933819661430363e-11,9.445532178265398e-12
sub-053,T6,8.167934519916173e-10,1.024945336587541e-10,4.2900745303770964e-11,3.399647747334337e-11,1.1523658749154054e-11
sub-053,Fz,8.26262373156245e-10,7.265857027219577e-11,2.6559869394912082e-11,2.1027503288051276e-11,3.2821958328687005e-12
sub-053,Cz,8.276316913675283e-10,6.560165685052194e-11,2.1929192986758313e-11,2.0168857603960175e-11,2.9231571011124854e-12
sub-053,Pz,8.296507106733397e-10,7.427356456798077e-11,3.963387208051911e-11,2.0989126218572983e-11,3.392786968753141e-12
sub-054,Fp1,3.373306852960704e-10,4.674564898339753e-11,3.8716205700363236e-11,2.4741482713617564e-11,4.645319790418892e-12
sub-054,Fp2,3.1349263024334206e-10,4.828976439894761e-11,4.151940083610944e-11,2.616052743479883e-11,6.158751079234587e-12
sub-054,F3,2.7663005984312247e-10,3.800138920766713e-11,2.3147274934249422e-11,2.0712556441116112e-11,2.781677266964466e-12
sub-054,F4,3.1142269228221166e-10,4.273384684732828e-11,2.983594643349029e-11,2.1089450611606864e-11,4.133522211713042e-12
sub-054,C3,2.5775884114275126e-10,3.463739771794867e-11,1.588832903961907e-11,1.447177895359845e-11,2.213265736290273e-12
sub-054,C4,2.5995791381367444e-10,3.530983874761172e-11,1.5526259717781785e-11,1.4297610620152658e-11,2.2146236087505132e-12
sub-054,P3,2.599613061463532e-10,4.575117619327139e-11,5.044468965205189e-11,2.1201921826076826e-11,2.3565082076494446e-12
sub-054,P4,2.6154789228998325e-10,4.235886962666454e-11,4.997215050166601e-11,1.9486312269147568e-11,2.2112752053363957e-12
sub-054,O1,2.6435920761531274e-10,2.6920400058925446e-11,7.759907755416304e-12,7.766343073265479e-12,1.5467598048136655e-12
sub-054,O2,2.6841665312721995e-10,5.4912945564267596e-11,1.056320583840466e-10,3.0162049657696426e-11,3.3436797345840805e-12
sub-054,F7,3.0169438626483527e-10,4.2987850838010686e-11,3.308342313441344e-11,2.8262495429779957e-11,1.0136240244987668e-11
sub-054,F8,2.9708547256682973e-10,5.064002600758452e-11,4.014373100581324e-11,3.316793126966554e-11,1.444830358357177e-11
sub-054,T3,2.693093433906407e-10,4.351438976248029e-11,3.3322256439311156e-11,2.4371931914842883e-11,7.367764349928151e-12
sub-054,T4,2.658817801649588e-10,4.269997063566843e-11,2.464942794986267e-11,2.0734153884279455e-11,6.101525018161168e-12
sub-054,T5,2.675746703642639e-10,7.013482243289678e-11,1.0117319381991777e-10,3.0153934258241564e-11,4.1094458880355725e-12
sub-054,T6,2.6764372152399714e-10,5.5981556368780915e-11,7.41294681656316e-11,2.3863472198038118e-11,2.938425361161591e-12
sub-054,Fz,2.6791910712088115e-10,3.9860501074637286e-11,2.6010654999255727e-11,1.8393819200592192e-11,2.341805611497075e-12
sub-054,Cz,2.7250557102680074e-10,3.356187871941297e-11,1.476965916112064e-11,1.4404291304224929e-11,2.114254411653728e-12
sub-054,Pz,2.7130180402254307e-10,3.777491641804786e-11,4.0000413731195133e-11,2.0018248381130546e-11,2.3303240355818473e-12
sub-055,Fp1,3.1816661273621673e-10,3.3016130311759534e-11,1.8197681521560035e-11,3.563149259363902e-11,8.335502887106877e-12
sub-055,Fp2,2.975772355697211e-10,3.210656123879868e-11,1.7318588121081697e-11,3.4666238814846524e-11,9.636003176968763e-12
sub-055,F3,2.8744397736665593e-10,2.9554605298578726e-11,1.3921345934736348e-11,2.4581027598570922e-11,3.604977464977037e-12
sub-055,F4,2.924966566184496e-10,2.915055886038886e-11,1.3286763758426972e-11,2.3383284590750228e-11,4.087397862570853e-12
sub-055,C3,2.506488758430199e-10,2.7562305876089255e-11,1.1816509883694728e-11,1.9772634311879666e-11,2.362288894085404e-12
sub-055,C4,2.498724007891597e-10,2.7691502395907975e-11,1.1784888833619063e-11,2.021590201677014e-11,2.37891683188716e-12
sub-055,P3,2.5240870028084024e-10,2.8601185341760995e-11,2.3304703243322997e-11,2.8533353707954467e-11,2.8997756732402697e-12
sub-055,P4,2.517037845252159e-10,2.8085479868392293e-11,2.1428785741536093e-11,2.4360773720529506e-11,2.5942808933982944e-12
sub-055,O1,2.530378974249512e-10,3.213443674033806e-11,9.454087367829084e-11,4.168961108931146e-11,4.3185097361413944e-12
sub-055,O2,2.531493744764957e-10,3.2227272231272846e-11,9.411233240622115e-11,4.034375282006768e-11,3.548428729964778e-12
sub-055,F7,2.8862956828294186e-10,3.118819351313254e-11,1.705715691077278e-11,2.6610644190218104e-11,4.245006165543386e-12
sub-055,F8,2.73101791800628e-10,3.14707275309191e-11,1.86357541164458e-11,2.692563673248768e-11,4.35171757718094e-12
sub-055,T3,2.7205298879313375e-10,3.095915942354175e-11,1.7627323183268748e-11,2.817276558301935e-11,5.013404443899098e-12
sub-055,T4,2.6894075447590075e-10,3.074232879136931e-11,1.842512202321593e-11,2.7576222322081965e-11,4.5055831825806875e-12
sub-055,T5,2.5406524339194015e-10,3.202399334449384e-11,4.828492460730375e-11,4.112138102838924e-11,5.03994258183926e-12
sub-055,T6,2.542941570364245e-10,3.1452198015416864e-11,3.961301988769646e-11,3.858053150672785e-11,3.475598639585955e-12
sub-055,Fz,2.5803914192009503e-10,2.8997342328970903e-11,1.2669605535687906e-11,2.218501410836329e-11,2.9993233787935833e-12
sub-055,Cz,2.523042402126902e-10,2.7318136700522516e-11,1.0135157750494617e-11,1.7733983456717024e-11,2.2922332222765863e-12
sub-055,Pz,2.5293801279154704e-10,2.797423093251212e-11,2.6105045384339177e-11,1.927021734646759e-11,2.4111795306577663e-12
sub-056,Fp1,3.727901196211773e-09,1.7280746646682437e-09,8.885337780837829e-10,1.2632395538046897e-09,3.5454406586185717e-10
sub-056,Fp2,3.748670865085987e-09,1.7295563633049353e-09,8.919956146192266e-10,1.2632803271418005e-09,3.5454084684119185e-10
sub-056,F3,3.6807082275280625e-09,1.7186524956381966e-09,8.723871166844126e-10,1.2586481749745624e-09,3.535749014874526e-10
sub-056,F4,3.6771849848103735e-09,1.7191643103112747e-09,8.783404489145376e-10,1.2589330307595106e-09,3.541228769303643e-10
sub-056,C3,3.6796192848553106e-09,1.7109729337418236e-09,8.649942938088714e-10,1.2557296598801261e-09,3.5323645567673935e-10
sub-056,C4,3.6724969122686383e-09,1.7102121770728864e-09,8.680475594409007e-10,1.2554870991532575e-09,3.5357344805902903e-10
sub-056,P3,3.6818786442683622e-09,1.7299846825055107e-09,8.963148562804525e-10,1.2561126266746697e-09,3.53495939376827e-10
sub-056,P4,3.67712557632175e-09,1.725211569902143e-09,8.913058944530432e-10,1.256017518699495e-09,3.535712383805716e-10
sub-056,O1,3.6895686740077626e-09,1.7459255914647538e-09,9.123452109932098e-10,1.2583781338762412e-09,3.5401276024276194e-10
sub-056,O2,3.6866905540465915e-09,1.7450429325140749e-09,9.144326673216792e-10,1.2594526468556136e-09,3.538583842007186e-10
sub-056,F7,3.689951805955877e-09,1.720741543058417e-09,8.807812796834023e-10,1.2625768452033248e-09,3.5611283376718867e-10
sub-056,F8,3.6906677655254143e-09,1.7229379588642408e-09,8.909319576359767e-10,1.263449931671345e-09,3.557089082386611e-10
sub-056,T3,3.689182722792172e-09,1.7241900355153603e-09,8.832848300875376e-10,1.2614310330075355e-09,3.540868743500349e-10
sub-056,T4,3.6791301150156586e-09,1.7211798529766334e-09,8.818411748007788e-10,1.260377026365025e-09,3.53906461907977e-10
sub-056,T5,3.691699351945641e-09,1.7581301247409862e-09,9.222030939965764e-10,1.2611581608375624e-09,3.5395796355350303e-10
sub-056,T6,3.6884007650513313e-09,1.753112445245118e-09,9.151038835868756e-10,1.261567819868672e-09,3.5375048804135067e-10
sub-056,Fz,3.6835031082370886e-09,1.7212743881336391e-09,8.761762725568739e-10,1.257595199536235e-09,3.535704879895326e-10
sub-056,Cz,3.6730775136973974e-09,1.712541887880055e-09,8.662599385434782e-10,1.2539854369698245e-09,3.5336101209342746e-10
sub-056,Pz,3.676482869100981e-09,1.7188580175542036e-09,8.880128330883633e-10,1.2536318134152492e-09,3.5336725385325637e-10
sub-057,Fp1,3.201703800132197e-10,3.4712832827113484e-11,1.7135490056286002e-11,1.849037249376433e-11,5.5598059968694195e-12
sub-057,Fp2,3.119962863371441e-10,3.306627469012346e-11,1.6680945359552594e-11,1.80632964446586e-11,5.104053416264476e-12
sub-057,F3,2.654487317916771e-10,2.8989714204059623e-11,1.3184614965636066e-11,1.4617007265487415e-11,4.583126097589607e-12
sub-057,F4,2.6568440207107653e-10,2.909055619173186e-11,1.3136916795138365e-11,1.3708532132091861e-11,3.1511514600268443e-12
sub-057,C3,2.505731755501494e-10,2.6099635830222503e-11,9.587809464023968e-12,1.0788169338800185e-11,2.3536576608985215e-12
sub-057,C4,2.5185855265923187e-10,2.6409028663661087e-11,9.408158486260814e-12,1.0575111863602167e-11,2.34812566402351e-12
sub-057,P3,2.534451866806412e-10,2.8229383630954386e-11,2.147810079394639e-11,1.581554761015648e-11,2.661344601285854e-12
sub-057,P4,2.534206674079583e-10,2.8170541405845925e-11,2.3694325900134773e-11,1.3387013305411646e-11,2.2400029644624616e-12
sub-057,O1,2.663754877602866e-10,3.701161620687699e-11,7.289599563140991e-11,2.5209649199177996e-11,3.517470938183956e-12
